kp0_x,kp0_y,kp1_x,kp1_y,kp2_x,kp2_y,kp3_x,kp3_y,kp4_x,kp4_y,kp5_x,kp5_y,kp6_x,kp6_y,kp7_x,kp7_y,kp8_x,kp8_y,kp9_x,kp9_y,kp10_x,kp10_y,kp11_x,kp11_y,kp12_x,kp12_y,kp13_x,kp13_y,kp14_x,kp14_y,kp15_x,kp15_y,kp16_x,kp16_y,kp17_x,kp17_y,kp18_x,kp18_y,kp19_x,kp19_y,kp20_x,kp20_y,kp21_x,kp21_y,kp22_x,kp22_y,left_elbow_angle,right_elbow_angle,left_knee_angle,right_knee_angle,spine_curvature_angle,neck_angle,tail_angle,body_length,tail_length,nose_to_left_wrist_dist,nose_to_right_wrist_dist,wrist_distance,nose_to_left_ankle_dist,nose_to_right_ankle_dist,hind_paw_distance,nose_to_left_wrist_ratio,nose_to_right_wrist_ratio,hind_paw_distance_ratio,label
0.6704692329472809,0.910618718235078,0.6575122260492939,0.9071415151799324,0.7000053560988561,0.8950038606664974,0.6314349319532785,0.917973317058718,0.6373366596094856,0.9218357769055212,0.6063847890834516,0.9334021089998868,0.6734348206715866,0.9061740802580968,0.5876887387688654,0.9450856023667862,0.6290624339005839,0.933005314770218,0.6875236337617286,0.901098289704348,0.7003372300347417,0.8895437350941989,0.604992307463741,0.9395383275183832,0.5690421900435199,0.9061138099085048,0.5334961767661535,0.8987892645833203,0.6129575032466358,0.90290589505656,0.5249960354838339,0.90919923181086,0.6375554820726548,0.9203073488863854,0.5160474562864982,0.8867083121647775,0.6499004221406315,0.8800272432846156,0.5408697694342662,0.7559028454263983,0.554698761708192,0.6534833696825152,0.5497949262974832,0.556958295298965,0.6309760101579057,0.5228238060004221,0.3832301353484271,0.1205382075316391,0.3364608577976181,0.7445547354319236,0.8646215916438252,0.793045026957643,0.5306869671145649,0.8201988763704173,0.4416430441942828,0.5928720483220389,0.615861300489362,0.8068724884364208,0.6660801022668854,0.6368049524804535,0.7194421806707977,0.2586731587828594,0.307457423921425,0.2565427693535194,grooming
0.4176934797391883,0.5814828673233557,0.4234751037600485,0.5501102901488444,0.4678018483175802,0.5679486584551763,0.3791819613411952,0.5536279313374406,0.4237943168910969,0.5291145836426149,0.3784741140021986,0.531863718511817,0.4600845425109106,0.538401454261238,0.3654201283375202,0.5273996685652438,0.3753247611622667,0.5589600514360478,0.4799912436338228,0.5507394898900809,0.464133833729984,0.5727191984815575,0.4258791941655578,0.4890014491412793,0.4321764723059631,0.4457787380459836,0.3944738395035878,0.4414905889583974,0.4804056709858616,0.4573184393026869,0.3758441688647869,0.4477682321725892,0.4919949912465977,0.4911757451017594,0.368756314429974,0.4426633016742226,0.5006505487405624,0.4951940053183804,0.4661431412306603,0.3514945551045711,0.4707417906982609,0.2895306637295255,0.3368514341024698,0.1999593836970974,0.2423895954306708,0.1381561356272346,0.3771080485165283,0.1443216159953198,0.994037293853646,0.9616566607483452,0.825408037324093,0.6625624228490903,0.4764393648327528,0.6008451654476938,0.5671111594318159,0.3779016699630087,0.3651781181717752,0.521931632882998,0.3869969283098173,0.5028146866159139,0.5075611681199063,0.202373842480883,0.2242217804114411,0.2576652221943148,grooming
0.5955793777478474,0.7213610234086879,0.588809648867661,0.7735452424625233,0.5800848117519432,0.7409949359736021,0.599975181565784,0.7607922278890378,0.581855882516199,0.8287788770058769,0.5856920487441754,0.83322072257472,0.5772806155080914,0.8087009809387559,0.5917686556925781,0.853959386006147,0.6166930939151234,0.7860860322752206,0.5704237453038911,0.8213446857593215,0.5818376957914129,0.7582122167660071,0.570762419484237,0.9179421526642316,0.54602090884239,0.969232920824803,0.5624749854821214,0.9561784109135129,0.5359000637683168,0.9765254447710175,0.5689954354911289,0.9448625911970892,0.5271558840439825,0.9697348625859769,0.5732959134677161,0.9572240363620852,0.5099186184107092,0.9466341543707748,0.4940043719100359,0.9831279622451152,0.4065142212119716,0.9813618007527036,0.2736180134255176,0.9441571161132886,0.2470305518021701,0.8174035215733547,0.284009288259699,0.0788448478409792,0.626321276741662,0.7072739867214412,0.960934361000352,0.5891133579841172,0.471033600284933,0.6255504267598893,0.6669538598918903,0.3396012347934885,0.3303910574409054,0.503475517616653,0.5288083790652122,0.4986776107669791,0.6671815250752736,0.1768209677838655,0.1820084739661958,0.3213007681086295,grooming
0.2239557948330107,0.3339565393775072,0.1710612241282392,0.3101540596298825,0.2102926726441939,0.2836092014022899,0.1799267421903628,0.3535660365263317,0.1214008289427859,0.3071224339522923,0.1233694743585551,0.3439884983712676,0.1342135127168924,0.2849651216151668,0.1228202636407708,0.3691110673265612,0.1947510455912776,0.3538517996664345,0.125084575925279,0.2848198427424669,0.1721337170459104,0.2698409762610259,0.0544750834458601,0.3054898124211602,0.0213465330134711,0.3440704875414704,0.0513176642459715,0.3813393068590421,0.0333830884156115,0.3124695257508129,0.0718778386764738,0.4005539814268094,0.0478613198919205,0.3123418910143803,0.081561437433605,0.4141104261763578,0.0471027260519923,0.306619958798516,0.0209537991729381,0.4284807832076784,0.08141709339496,0.5813442767191576,0.1153809389461636,0.6193110931115197,0.2919460743978929,0.5788917740396092,0.2980467176170514,0.2485838305308497,0.6321469565752015,0.5872291850430486,0.5419390153974172,0.7803171362279584,0.2405884133027858,0.4754765402029768,0.919567601438818,0.4214928317633715,0.3571860491446584,0.4154569114675593,0.3875998849435341,0.5106468868839831,0.5257810826212644,0.2605806126769003,0.2919616343584527,0.3348655303266296,grooming
0.1996980781658647,0.3516829693270762,0.1538401637100565,0.3241061761065946,0.1958097395204023,0.2937630598843587,0.1579654180820449,0.3638550318524469,0.1060524769334299,0.3159304279665796,0.1038454990361421,0.3553278506211014,0.119579646051278,0.2921936294733965,0.099242669377104,0.3808377841672967,0.1720371313391687,0.367569637034942,0.1132793778766539,0.2932953834633148,0.1624890309351393,0.2806131395468255,0.038251507968213,0.3125360283743463,0.0031309397776967,0.3509471463423574,0.0306508637172028,0.3994390369153097,0.015945886234812,0.3125725405505287,0.0498589646536806,0.4141714229619698,0.0323388316417371,0.3096523812183015,0.0626711256243287,0.4362508774447259,0.0312263395470011,0.2972313563452496,0.0034769498373932,0.4412703084912639,0.0880814161034363,0.5884371678961636,0.1293751498793658,0.6260557125845362,0.2951806429430766,0.5684239822610794,0.345479413525184,0.2143916372432157,0.6525814025934034,0.667825533787049,0.4959593093432258,0.7814882726835415,0.2257684040494644,0.4622671044082909,0.9777465245870948,0.3521158305249232,0.2580959152772775,0.4318722986234679,0.3630774946075954,0.4713593816125602,0.7185969702901306,0.2213784632288725,0.2018665472504288,0.4503806350811719,grooming
0.1926286832471446,0.4912946391582585,0.1438665508041232,0.4553640041283993,0.1962938792823134,0.4357681752957636,0.1255348582597579,0.4938895895745396,0.0984846486460062,0.439040742038349,0.0763735531577188,0.4727695109284012,0.1391008657631517,0.4132231508502358,0.0653093279244571,0.4841205633634502,0.1364244379908883,0.4921367079994569,0.147903030330888,0.4016540006224852,0.1858985192515296,0.412280383109992,0.0422064785681978,0.4083463732326082,0.0074962562026106,0.3879185852736624,0.0019245398463697,0.4298117588443041,0.0570076600956344,0.3572786538783571,0.0058152478900289,0.4593237097942161,0.0856385614431247,0.3771825129010492,0.0073979391447032,0.4569358369756177,0.1070318191347725,0.3608982973281441,0.0021582413546311,0.3233935501856717,0.0311835007624068,0.2369658486886551,0.0335209518875956,0.111894840661504,0.1378320640066568,0.0387378776377583,0.3660348908605738,0.0902458645918183,0.6282487033359029,0.8179354600113374,0.9084669964825128,0.7670619961617591,0.4441768133118188,0.5617254612384668,0.5621443646889372,0.524293869760634,0.3305823644995903,0.5254454485402722,0.4041531699362135,0.455394059749333,0.6688866057770192,0.2937137310421123,0.2146116546505317,0.3574949281855166,grooming
0.3762821419495734,0.5741651130500321,0.3887625192029241,0.5453524257545868,0.4184394558189624,0.5692901014140836,0.3443631789836986,0.5343670574695505,0.3997992040441802,0.5321256999661522,0.3606394038496286,0.5293145153624647,0.4337051147748594,0.5476660902255978,0.352259900599164,0.5239254464668957,0.3565028306018738,0.5431297628807712,0.4541531452438297,0.5609762246649584,0.43928614889657,0.5713323171079608,0.4204453912463558,0.5055587667265065,0.433796406053494,0.4780243247316114,0.4031000599034233,0.4665585855230917,0.4771237795880231,0.5016725469023381,0.3793107457015965,0.4739065107064334,0.4883829293263306,0.5424880148162573,0.3882154922517905,0.472027449961412,0.504252591649859,0.5404429212454992,0.4798827473127899,0.4027732522589564,0.4959916374625555,0.310073202404228,0.3988392639179287,0.2080452372669896,0.3439822310725987,0.1863788998935739,0.3016865650428305,0.2461914960156228,0.4334466667535199,0.7366746629959557,0.7284556857975019,0.7360649812623363,0.5160578614475304,0.4627803804110084,0.2780752325458944,0.565738928021141,0.4196969603733387,0.3606368154708104,0.2865145381459136,0.5644102647591405,0.3701140301950741,0.3548395483400948,0.3632274319596867,0.2563848010571677,grooming
0.8069021656093308,0.375430932986256,0.8335292894420693,0.3963377991817181,0.8174538012080251,0.3728412807679048,0.8324405413038621,0.3977434044278642,0.8479921392167733,0.4266609659879296,0.8416461375756897,0.4481956624156676,0.8359204512374181,0.4077805461939078,0.8443986688698122,0.4652488918453965,0.8469508234292846,0.4332177503748486,0.8323424390348536,0.4253525881234902,0.8246531533254127,0.3944761526201877,0.8508314872346819,0.4614325148516967,0.8313603434477319,0.504353019357479,0.8336533864151525,0.5276825064582192,0.8174891240493226,0.4964730134716105,0.8348603953905112,0.531700682582167,0.8052854860347733,0.4957959623363958,0.8355217356951149,0.5511171665031355,0.7837636400616255,0.4883423404116725,0.7554201514806543,0.5625171602632344,0.6587916508784755,0.5856876991416794,0.5430536987971558,0.5748136305103247,0.5386057200563698,0.49635757050184,0.1398058343315917,0.0997880363467683,0.6101637113338738,0.6916604587912296,0.9250242154760888,0.4849839998951781,0.6703193196975455,0.5994378275390422,0.3239399322322166,0.3869813490757449,0.3496609202045148,0.2343870160388182,0.5327980337230845,0.4401781187824756,0.5892120823179644,0.207607415692852,0.2115071937606139,0.2976662435292683,grooming
0.4386447083392596,0.5844714167613022,0.4349514421416022,0.5560282323394592,0.4791082001315921,0.566528440243198,0.3939643077312128,0.5642562476011694,0.4306977188831054,0.5324203834894091,0.3872751030215721,0.5382920371920715,0.4671637370272885,0.5405737452083034,0.3725617179043905,0.5333196590654252,0.3853749124903638,0.5616665551137234,0.4865007936653857,0.5500884520466583,0.4744041365955433,0.5682911533238747,0.4284194644277975,0.4930346254917206,0.4331784340772424,0.4472475587261333,0.3946595393194969,0.442587862546515,0.481474564865784,0.4623498230154926,0.3768575245541554,0.449318876654628,0.4941053407173716,0.4952182051373922,0.3692646285563078,0.4445980430558734,0.5019320820228252,0.5097665325397943,0.4711906912671618,0.3555517285272513,0.480794939996426,0.2948588963081899,0.3516598149054214,0.2051218116579939,0.2579251385323259,0.144151237846678,0.3256305430757232,0.1265368164688043,0.9989808884915284,0.8734159963358619,0.9138244260297296,0.5767583776720886,0.4618939055213661,0.6050457626598371,0.5230506431019177,0.2924544686718454,0.3341272945874611,0.4689126925356293,0.4220264993220061,0.4222250124254151,0.5260035623830349,0.1553653975285261,0.1952146727133491,0.2645319686165661,grooming
0.1983533629392564,0.3644647351698231,0.1562308451784342,0.3302141420762438,0.2011666050268086,0.3101842593915155,0.1586996478929142,0.3635187940934691,0.1079861034851024,0.3224647814838787,0.1049887418142696,0.3650836863122004,0.1236295726066601,0.3026388779540433,0.1008590330324636,0.3893292870862597,0.1725198247282221,0.3748715046781247,0.1182679019041841,0.304813842664302,0.1641928143364091,0.2905767285023639,0.0422936799046521,0.3161386434116113,0.0108861725563524,0.3519889209080216,0.0323137193494746,0.4008802881933494,0.0239304327963146,0.3209457266758672,0.0502147860750978,0.4176525910380338,0.0401889900768293,0.3171747845502227,0.063065919326427,0.4441407052910403,0.0415118649431702,0.3066726154784672,0.0142737311980114,0.4407642713265656,0.0976601375987142,0.5924950045407126,0.1284410365890519,0.619915544556204,0.2886864289863265,0.5772804664790848,0.3378921378508691,0.25122775225664,0.6915283001002083,0.6964656204579898,0.4340696334721506,0.7805206647445311,0.2590554339803838,0.3817481214339288,0.9142813733778165,0.3679760679313988,0.2211816695522093,0.3715075249019892,0.3390518318610718,0.4293382618821409,0.6857071739816115,0.2566197105927568,0.2132117278357755,0.497573256718789,grooming
